Date,StockCode,Quantity,DayOfWeek,Month,IsWeekend,Demand,Lag_7,Lag_14,Rolling_Mean_7,Rolling_Std_7
2011-10-30,22197,137.0,6,10,1,137.0,12.0,6.0,378.57142857142856,750.7815610288736
2011-10-31,22197,210.0,0,10,0,210.0,232.0,534.0,396.42857142857144,742.0453393926045
2011-11-01,22197,286.0,1,11,0,286.0,251.0,294.0,393.2857142857143,742.9039225197549
2011-11-02,22197,172.0,2,11,0,172.0,43.0,247.0,398.2857142857143,741.9037930185004
2011-11-03,22197,20.0,3,11,0,20.0,47.0,15.0,416.7142857142857,733.1583990484171
2011-11-04,22197,174.0,4,11,0,174.0,2065.0,62.0,412.85714285714283,735.4949418750679
2011-11-05,22197,0.0,5,11,1,0.0,0.0,0.0,142.71428571428572,101.94232729949783
2011-11-06,22197,294.0,6,11,1,294.0,137.0,12.0,142.71428571428572,101.94232729949783
2011-11-07,22197,2012.0,0,11,0,2012.0,210.0,232.0,165.14285714285714,116.68108754410906
2011-11-08,22197,172.0,1,11,0,172.0,286.0,251.0,422.57142857142856,710.242882668283
2011-11-09,22197,1079.0,2,11,0,1079.0,172.0,43.0,406.2857142857143,715.1861562525089
2011-11-10,22197,339.0,3,11,0,339.0,20.0,47.0,535.8571428571429,747.1145446697868
2011-11-11,22197,184.0,4,11,0,184.0,174.0,2065.0,581.4285714285714,719.6281116296243
2011-11-12,22197,0.0,5,11,1,0.0,0.0,0.0,582.8571428571429,718.6938218210934
2011-11-13,22197,114.0,6,11,1,114.0,294.0,137.0,582.8571428571429,718.6938218210934
2011-11-14,22197,1767.0,0,11,0,1767.0,2012.0,210.0,557.1428571428571,733.8125166033961
2011-11-15,22197,224.0,1,11,0,224.0,172.0,286.0,522.1428571428571,654.4023809480495
2011-11-16,22197,352.0,2,11,0,352.0,1079.0,172.0,529.5714285714286,650.0458591881185
2011-11-17,22197,135.0,3,11,0,135.0,339.0,20.0,425.7142857142857,604.0851800548535
2011-11-18,22197,449.0,4,11,0,449.0,184.0,174.0,396.57142857142856,613.8082917716403
2011-11-19,22197,0.0,5,11,1,0.0,0.0,0.0,434.42857142857144,606.6429090062942
2011-11-20,22197,218.0,6,11,1,218.0,114.0,294.0,434.42857142857144,606.6429090062942
2011-11-21,22197,349.0,0,11,0,349.0,1767.0,2012.0,449.2857142857143,598.7090874778596
2011-11-22,22197,1162.0,1,11,0,1162.0,224.0,172.0,246.71428571428572,151.1927183935718
2011-11-23,22197,497.0,2,11,0,497.0,352.0,1079.0,380.7142857142857,376.09737847429614
2011-11-24,22197,558.0,3,11,0,558.0,135.0,339.0,401.42857142857144,378.23927926770415
2011-11-25,22197,342.0,4,11,0,342.0,449.0,184.0,461.85714285714283,362.02183570029234
2011-11-26,22197,0.0,5,11,1,0.0,0.0,0.0,446.57142857142856,364.9026615153037
2011-11-27,22197,47.0,6,11,1,47.0,218.0,114.0,446.57142857142856,364.9026615153037
2011-11-28,22197,248.0,0,11,0,248.0,349.0,1767.0,422.14285714285717,387.76256849238223
2011-11-29,22197,796.0,1,11,0,796.0,1162.0,224.0,407.7142857142857,392.78438287255176
2011-11-30,22197,470.0,2,11,0,470.0,497.0,352.0,355.42857142857144,285.29508533146094
2011-12-01,22197,279.0,3,12,0,279.0,558.0,135.0,351.57142857142856,283.23715454418334
2011-12-02,22197,1369.0,4,12,0,1369.0,342.0,449.0,311.7142857142857,268.5992766717202
2011-12-03,22197,0.0,5,12,1,0.0,0.0,0.0,458.42857142857144,482.89641992973225
2011-12-04,22197,113.0,6,12,1,113.0,47.0,218.0,458.42857142857144,482.89641992973225
2011-12-05,22197,410.0,0,12,0,410.0,248.0,349.0,467.85714285714283,474.08839842777144
2011-12-06,22197,337.0,1,12,0,337.0,796.0,1162.0,491.0,465.4424418407356
2011-12-07,22197,368.0,2,12,0,368.0,470.0,497.0,425.42857142857144,447.2906799620938
2011-12-08,22197,3111.0,3,12,0,3111.0,279.0,558.0,410.85714285714283,447.25810168605034
2011-12-09,22197,230.0,4,12,0,230.0,1369.0,342.0,815.4285714285714,1105.1302875140798
2010-12-15,84077,0.0,2,12,0,0.0,240.0,0.0,120.14285714285714,93.33528909515573
2010-12-16,84077,51.0,3,12,0,51.0,52.0,3264.0,85.85714285714286,85.74074988286664
2010-12-17,84077,637.0,4,12,0,637.0,67.0,49.0,85.71428571428571,85.80737009083117
2010-12-18,84077,0.0,5,12,1,0.0,0.0,0.0,167.14285714285714,224.1014863638265
2010-12-19,84077,99.0,6,12,1,99.0,96.0,96.0,167.14285714285714,224.1014863638265
2010-12-20,84077,52.0,0,12,0,52.0,242.0,8.0,167.57142857142858,223.94557161868408
2010-12-21,84077,48.0,1,12,0,48.0,144.0,50.0,140.42857142857142,224.93321760236412
2010-12-22,84077,0.0,2,12,0,0.0,0.0,240.0,126.71428571428571,227.59006589752158
2010-12-23,84077,0.0,3,12,0,0.0,51.0,52.0,126.71428571428571,227.59006589752158
2010-12-24,84077,0.0,4,12,0,0.0,637.0,67.0,119.42857142857143,231.20543328596864
2010-12-25,84077,0.0,5,12,1,0.0,0.0,0.0,28.428571428571427,39.05490640477631
2010-12-26,84077,0.0,6,12,1,0.0,99.0,96.0,28.428571428571427,39.05490640477631
2010-12-27,84077,0.0,0,12,0,0.0,52.0,242.0,14.285714285714286,24.424811740759687
2010-12-28,84077,0.0,1,12,0,0.0,48.0,144.0,6.857142857142857,18.142294704446325
2010-12-29,84077,0.0,2,12,0,0.0,0.0,0.0,0.0,1.1150583162098477e-05
2010-12-30,84077,0.0,3,12,0,0.0,0.0,51.0,0.0,1.1150583162098477e-05
2010-12-31,84077,0.0,4,12,0,0.0,0.0,637.0,0.0,1.1150583162098477e-05
2011-01-01,84077,0.0,5,1,1,0.0,0.0,0.0,0.0,1.1150583162098477e-05
2011-01-02,84077,0.0,6,1,1,0.0,0.0,99.0,0.0,1.1150583162098477e-05
2011-01-03,84077,0.0,0,1,0,0.0,0.0,52.0,0.0,1.1150583162098477e-05
2011-01-04,84077,1.0,1,1,0,1.0,0.0,48.0,0.0,1.1150583162098477e-05
2011-01-05,84077,624.0,2,1,0,624.0,0.0,0.0,0.14285714285714285,0.3779644731736996
2011-01-06,84077,0.0,3,1,0,0.0,0.0,0.0,89.28571428571429,235.78713160088176
2011-01-07,84077,0.0,4,1,0,0.0,0.0,0.0,89.28571428571429,235.78713160088176
2011-01-08,84077,0.0,5,1,1,0.0,0.0,0.0,89.28571428571429,235.78713160088176
2011-01-09,84077,0.0,6,1,1,0.0,0.0,0.0,89.28571428571429,235.78713160088176
2011-01-10,84077,48.0,0,1,0,48.0,0.0,0.0,89.28571428571429,235.78713160088176
2011-01-11,84077,144.0,1,1,0,144.0,1.0,0.0,96.14285714285714,233.4440893600499
2011-01-12,84077,48.0,2,1,0,48.0,624.0,0.0,116.57142857142857,229.96148745884778
2011-01-13,84077,0.0,3,1,0,0.0,0.0,0.0,34.285714285714285,53.409469465362754
2011-01-14,84077,49.0,4,1,0,49.0,0.0,0.0,34.285714285714285,53.409469465362754
2011-01-15,84077,0.0,5,1,1,0.0,0.0,0.0,41.285714285714285,51.337816749171516
2011-01-16,84077,0.0,6,1,1,0.0,0.0,0.0,41.285714285714285,51.33781674917152
2011-01-17,84077,0.0,0,1,0,0.0,48.0,0.0,41.285714285714285,51.33781674917152
2011-01-18,84077,0.0,1,1,0,0.0,144.0,1.0,34.42857142857143,53.45358467199185
2011-01-19,84077,0.0,2,1,0,0.0,48.0,624.0,13.857142857142858,23.667337347976964
2011-01-20,84077,0.0,3,1,0,0.0,0.0,0.0,7.0,18.52025917745452
2011-01-21,84077,0.0,4,1,0,0.0,49.0,0.0,7.0,18.52025917745452
2011-01-22,84077,0.0,5,1,1,0.0,0.0,0.0,0.0,9.41275423017688e-06
2011-01-23,84077,0.0,6,1,1,0.0,0.0,0.0,0.0,9.41275423017688e-06
2011-01-24,84077,288.0,0,1,0,288.0,0.0,48.0,0.0,9.41275423017688e-06
2011-01-25,84077,2.0,1,1,0,2.0,0.0,144.0,41.142857142857146,108.85376822665783
2011-01-26,84077,48.0,2,1,0,48.0,0.0,48.0,41.42857142857143,108.73033483938971
2011-01-27,84077,144.0,3,1,0,144.0,0.0,0.0,48.285714285714285,107.18475371325678
2011-01-28,84077,48.0,4,1,0,48.0,0.0,49.0,68.85714285714286,110.15054633156815
2011-01-29,84077,0.0,5,1,1,0.0,0.0,0.0,75.71428571428571,106.58598138860248
2011-01-30,84077,0.0,6,1,1,0.0,0.0,0.0,75.71428571428571,106.58598138860248
2011-01-31,84077,48.0,0,1,0,48.0,288.0,0.0,75.71428571428571,106.58598138860248
2011-02-01,84077,48.0,1,2,0,48.0,2.0,0.0,41.42857142857143,51.05179442767707
2011-02-02,84077,100.0,2,2,0,100.0,48.0,0.0,48.0,48.00000000000089
2011-02-03,84077,2640.0,3,2,0,2640.0,144.0,0.0,55.42857142857143,51.86796423888062
2011-02-04,84077,1.0,4,2,0,1.0,48.0,0.0,412.0,983.0483202772893
2011-02-05,84077,0.0,5,2,1,0.0,0.0,0.0,405.2857142857143,986.1045776667088
2011-02-06,84077,0.0,6,2,1,0.0,0.0,0.0,405.2857142857143,986.1045776667088
2011-02-07,84077,0.0,0,2,0,0.0,48.0,288.0,405.2857142857143,986.1045776667088
2011-02-08,84077,48.0,1,2,0,48.0,48.0,2.0,398.42857142857144,989.1652806184376
2011-02-09,84077,0.0,2,2,0,0.0,100.0,48.0,398.42857142857144,989.1652806184376
2011-02-10,84077,0.0,3,2,0,0.0,2640.0,144.0,384.14285714285717,994.8990616425081
2011-02-11,84077,0.0,4,2,0,0.0,1.0,48.0,7.0,18.083141320036574
2011-02-12,84077,0.0,5,2,1,0.0,0.0,0.0,6.857142857142857,18.14229470445432
2011-02-13,84077,0.0,6,2,1,0.0,0.0,0.0,6.857142857142857,18.14229470445432
2011-02-14,84077,48.0,0,2,0,48.0,0.0,48.0,6.857142857142857,18.14229470445432
2011-02-15,84077,0.0,1,2,0,0.0,48.0,48.0,13.714285714285714,23.421601750773615
2011-02-16,84077,0.0,2,2,0,0.0,0.0,100.0,6.857142857142857,18.14229470445432
2011-02-17,84077,96.0,3,2,0,96.0,0.0,2640.0,6.857142857142857,18.14229470445432
2011-02-18,84077,88.0,4,2,0,88.0,0.0,1.0,20.571428571428573,37.766198038538725
2011-02-19,84077,0.0,5,2,1,0.0,0.0,0.0,33.142857142857146,43.92200880132041
2011-02-20,84077,192.0,6,2,1,192.0,0.0,0.0,33.142857142857146,43.92200880132041
2011-02-21,84077,65.0,0,2,0,65.0,48.0,0.0,60.57142857142857,71.2340207645625
2011-02-22,84077,0.0,1,2,0,0.0,0.0,48.0,63.0,71.02347029914647
2011-02-23,84077,144.0,2,2,0,144.0,0.0,0.0,63.0,71.02347029914647
2011-02-24,84077,0.0,3,2,0,0.0,96.0,0.0,83.57142857142857,70.58766923209359
2011-02-25,84077,0.0,4,2,0,0.0,88.0,0.0,69.85714285714286,76.82106605923012
2011-02-26,84077,0.0,5,2,1,0.0,0.0,0.0,57.285714285714285,80.47093530320022
2011-02-27,84077,48.0,6,2,1,48.0,192.0,0.0,57.285714285714285,80.47093530320022
2011-02-28,84077,0.0,0,2,0,0.0,65.0,48.0,36.714285714285715,54.51212184984032
2011-03-01,84077,96.0,1,3,0,96.0,0.0,0.0,27.428571428571427,54.42688411333249
2011-03-02,84077,288.0,2,3,0,288.0,144.0,0.0,41.142857142857146,58.31931804422327
2011-03-03,84077,0.0,3,3,0,0.0,0.0,96.0,61.714285714285715,106.30414586727949
2011-03-04,84077,1296.0,4,3,0,1296.0,0.0,88.0,61.714285714285715,106.30414586727949
2011-03-05,84077,0.0,5,3,1,0.0,0.0,0.0,246.85714285714286,473.90414944073154
2011-03-06,84077,0.0,6,3,1,0.0,48.0,192.0,246.85714285714286,473.9041494407316
2011-03-07,84077,576.0,0,3,0,576.0,0.0,65.0,240.0,477.593969811178
2011-03-08,84077,144.0,1,3,0,144.0,96.0,0.0,322.2857142857143,478.9703241627521
2011-03-09,84077,48.0,2,3,0,48.0,288.0,144.0,329.14285714285717,475.52196884806835
2011-03-10,84077,336.0,3,3,0,336.0,0.0,0.0,294.85714285714283,487.4845052482625
2011-03-11,84077,0.0,4,3,0,0.0,1296.0,0.0,342.85714285714283,469.83522947640193
2011-03-12,84077,0.0,5,3,1,0.0,0.0,0.0,157.71428571428572,221.20707816110192
2011-03-13,84077,96.0,6,3,1,96.0,0.0,48.0,157.71428571428572,221.20707816110192
2011-03-14,84077,240.0,0,3,0,240.0,576.0,0.0,171.42857142857142,212.60829173455616
2011-03-15,84077,48.0,1,3,0,48.0,144.0,96.0,123.42857142857143,126.56336639915256
2011-03-16,84077,48.0,2,3,0,48.0,48.0,288.0,109.71428571428571,129.1378001538351
2011-03-17,84077,96.0,3,3,0,96.0,336.0,0.0,109.71428571428571,129.1378001538351
2011-03-18,84077,0.0,4,3,0,0.0,0.0,1296.0,75.42857142857143,82.47597052648811
2011-03-19,84077,0.0,5,3,1,0.0,0.0,0.0,75.42857142857143,82.47597052648811
2011-03-20,84077,48.0,6,3,1,48.0,96.0,0.0,75.42857142857143,82.47597052648811
2011-03-21,84077,0.0,0,3,0,0.0,240.0,576.0,68.57142857142857,82.47597052648811
2011-03-22,84077,48.0,1,3,0,48.0,48.0,144.0,34.285714285714285,36.2845894088916
2011-03-23,84077,48.0,2,3,0,48.0,48.0,48.0,34.285714285714285,36.2845894088916
2011-03-24,84077,0.0,3,3,0,0.0,96.0,336.0,34.285714285714285,36.2845894088916
2011-03-25,84077,96.0,4,3,0,96.0,0.0,0.0,20.571428571428573,25.657079223600917
2011-03-26,84077,0.0,5,3,1,0.0,0.0,0.0,34.285714285714285,36.2845894088916
2011-03-27,84077,0.0,6,3,1,0.0,48.0,96.0,34.285714285714285,36.2845894088916
2011-03-28,84077,96.0,0,3,0,96.0,0.0,240.0,27.428571428571427,37.766198038538825
2011-03-29,84077,0.0,1,3,0,0.0,48.0,48.0,41.142857142857146,43.18729972044185
2011-03-30,84077,144.0,2,3,0,144.0,48.0,48.0,34.285714285714285,45.657107098149005
2011-03-31,84077,96.0,3,3,0,96.0,0.0,96.0,48.0,61.967733539322055
2011-04-01,84077,2304.0,4,4,0,2304.0,96.0,0.0,61.714285714285715,60.17118437069232
2011-04-02,84077,0.0,5,4,1,0.0,0.0,0.0,377.14285714285717,851.6578789966916
2011-04-03,84077,576.0,6,4,1,576.0,0.0,48.0,377.14285714285717,851.6578789966916
2011-04-04,84077,0.0,0,4,0,0.0,96.0,0.0,459.42857142857144,836.8430472402135
2011-04-05,84077,48.0,1,4,0,48.0,0.0,48.0,445.7142857142857,844.5428179959687
2011-04-06,84077,48.0,2,4,0,48.0,144.0,48.0,452.57142857142856,840.5059700646309
2011-04-07,84077,200.0,3,4,0,200.0,96.0,0.0,438.85714285714283,847.1370272022958
2011-04-08,84077,48.0,4,4,0,48.0,2304.0,96.0,453.7142857142857,841.0116357272186
2011-04-09,84077,0.0,5,4,1,0.0,0.0,0.0,131.42857142857142,207.2734563669121
2011-04-10,84077,48.0,6,4,1,48.0,576.0,0.0,131.42857142857142,207.2734563669121
2011-04-11,84077,96.0,0,4,0,96.0,0.0,96.0,56.0,67.40919818541462
2011-04-12,84077,336.0,1,4,0,336.0,48.0,0.0,69.71428571428571,63.78535434229344
2011-04-13,84077,1776.0,2,4,0,1776.0,48.0,144.0,110.85714285714286,117.6143820165857
2011-04-14,84077,0.0,3,4,0,0.0,200.0,96.0,357.7142857142857,635.7645565998248
2011-04-15,84077,48.0,4,4,0,48.0,48.0,2304.0,329.14285714285717,648.4019917128134
2011-04-16,84077,0.0,5,4,1,0.0,0.0,0.0,329.14285714285717,648.4019917128134
2011-04-17,84077,192.0,6,4,1,192.0,48.0,576.0,329.14285714285717,648.4019917128134
2011-04-18,84077,626.0,0,4,0,626.0,96.0,0.0,349.7142857142857,640.228530626816
2011-04-19,84077,53.0,1,4,0,53.0,336.0,48.0,425.42857142857144,636.551871974536
2011-04-20,84077,48.0,2,4,0,48.0,1776.0,48.0,385.0,651.9782716215832
2011-04-21,84077,1200.0,3,4,0,1200.0,0.0,200.0,138.14285714285714,224.5635979490217
2011-04-22,84077,0.0,4,4,0,0.0,48.0,48.0,309.57142857142856,448.2030258498404
2011-04-23,84077,0.0,5,4,1,0.0,0.0,0.0,302.7142857142857,453.21103042097116
2011-04-24,84077,0.0,6,4,1,0.0,192.0,48.0,302.7142857142857,453.21103042097116
2011-04-25,84077,0.0,0,4,0,0.0,626.0,96.0,275.2857142857143,466.63930191877154
2011-04-26,84077,1248.0,1,4,0,1248.0,53.0,336.0,185.85714285714286,447.83048451076127
2011-04-27,84077,1152.0,2,4,0,1152.0,48.0,1776.0,356.57142857142856,592.9875932212124
2011-04-28,84077,192.0,3,4,0,192.0,1200.0,0.0,514.2857142857143,642.0253666550658
2011-04-29,84077,0.0,4,4,0,0.0,0.0,48.0,370.2857142857143,571.7941687605529
2011-04-30,84077,0.0,5,4,1,0.0,0.0,0.0,370.2857142857143,571.7941687605529
2011-05-01,84077,0.0,6,5,1,0.0,0.0,192.0,370.2857142857143,571.7941687605529
2011-05-02,84077,0.0,0,5,0,0.0,0.0,626.0,370.2857142857143,571.7941687605529
2011-05-03,84077,48.0,1,5,0,48.0,1248.0,53.0,370.2857142857143,571.7941687605529
2011-05-04,84077,432.0,2,5,0,432.0,1152.0,48.0,198.85714285714286,426.11869573763494
2011-05-05,84077,53.0,3,5,0,53.0,192.0,1200.0,96.0,163.9512122553544
2011-05-06,84077,240.0,4,5,0,240.0,0.0,0.0,76.14285714285714,158.72032906071965
2011-05-07,84077,0.0,5,5,1,0.0,0.0,0.0,110.42857142857143,165.3157152671396
2011-05-08,84077,144.0,6,5,1,144.0,0.0,0.0,110.42857142857143,165.3157152671396
2011-05-09,84077,0.0,0,5,0,0.0,0.0,0.0,131.0,158.0854199475722
2011-05-10,84077,288.0,1,5,0,288.0,48.0,1248.0,131.0,158.0854199475722
2011-05-11,84077,288.0,2,5,0,288.0,432.0,1152.0,165.28571428571428,163.03242447001662
2011-05-12,84077,576.0,3,5,0,576.0,53.0,192.0,144.71428571428572,129.38149569614535
2011-05-13,84077,0.0,4,5,0,0.0,240.0,0.0,219.42857142857142,199.56524174887258
2011-05-14,84077,0.0,5,5,1,0.0,0.0,0.0,185.14285714285714,215.4278135644121
2011-05-15,84077,96.0,6,5,1,96.0,144.0,0.0,185.14285714285714,215.4278135644121
2011-05-16,84077,48.0,0,5,0,48.0,0.0,0.0,178.28571428571428,217.7075364533154
2011-05-17,84077,432.0,1,5,0,432.0,288.0,48.0,185.14285714285714,211.83281817778635
2011-05-18,84077,144.0,2,5,0,144.0,288.0,432.0,205.71428571428572,229.72281434061279
2011-05-19,84077,96.0,3,5,0,96.0,576.0,53.0,185.14285714285714,227.56349192509566
2011-05-20,84077,288.0,4,5,0,288.0,0.0,240.0,116.57142857142857,148.8700296039668
2011-05-21,84077,0.0,5,5,1,0.0,0.0,0.0,157.71428571428572,151.06479215413384
2011-05-22,84077,0.0,6,5,1,0.0,96.0,144.0,157.71428571428572,151.06479215413384
2011-05-23,84077,144.0,0,5,0,144.0,48.0,0.0,144.0,161.59207901379395
2011-05-24,84077,192.0,1,5,0,192.0,432.0,288.0,157.71428571428572,156.0659201381636
2011-05-25,84077,96.0,2,5,0,96.0,144.0,288.0,123.42857142857143,103.16145459562863
2011-05-26,84077,96.0,3,5,0,96.0,96.0,576.0,116.57142857142857,103.16145459562864
2011-05-27,84077,48.0,4,5,0,48.0,288.0,0.0,116.57142857142857,103.16145459562864
2011-05-28,84077,0.0,5,5,1,0.0,0.0,0.0,82.28571428571429,71.80927118813887
2011-05-29,84077,0.0,6,5,1,0.0,0.0,96.0,82.28571428571429,71.80927118813887
2011-05-30,84077,0.0,0,5,0,0.0,144.0,48.0,82.28571428571429,71.80927118813887
2011-05-31,84077,1200.0,1,5,0,1200.0,192.0,432.0,61.714285714285715,71.80927118813891
2011-06-01,84077,50.0,2,6,0,50.0,96.0,144.0,205.71428571428572,440.55030521901995
2011-06-02,84077,3.0,3,6,0,3.0,96.0,96.0,199.14285714285714,442.7969544352615
2011-06-03,84077,48.0,4,6,0,48.0,48.0,288.0,185.85714285714286,447.7746563363575
2011-06-04,84077,0.0,5,6,1,0.0,0.0,0.0,185.85714285714286,447.7746563363575
2011-06-05,84077,144.0,6,6,1,144.0,0.0,0.0,185.85714285714286,447.7746563363575
2011-06-06,84077,0.0,0,6,0,0.0,0.0,144.0,206.42857142857142,441.0706130703858
2011-06-07,84077,336.0,1,6,0,336.0,1200.0,192.0,206.42857142857142,441.0706130703858
2011-06-08,84077,96.0,2,6,0,96.0,50.0,96.0,83.0,122.62544597268662
2011-06-09,84077,48.0,3,6,0,48.0,3.0,96.0,89.57142857142857,121.79197721642423
2011-06-10,84077,0.0,4,6,0,0.0,48.0,48.0,96.0,117.57550765359376
2011-06-11,84077,0.0,5,6,1,0.0,0.0,0.0,89.14285714285714,122.15212997382872
2011-06-12,84077,0.0,6,6,1,0.0,144.0,0.0,89.14285714285714,122.15212997382872
2011-06-13,84077,1.0,0,6,0,1.0,0.0,0.0,68.57142857142857,123.49204717019637
2011-06-14,84077,48.0,1,6,0,48.0,336.0,1200.0,68.71428571428571,123.40004630700801
2011-06-15,84077,0.0,2,6,0,0.0,96.0,50.0,27.571428571428573,37.64685530407577
2011-06-16,84077,0.0,3,6,0,0.0,48.0,3.0,13.857142857142858,23.326869853093555
2011-06-17,84077,48.0,4,6,0,48.0,0.0,48.0,7.0,18.083141320033683
2011-06-18,84077,0.0,5,6,1,0.0,0.0,0.0,13.857142857142858,23.326869853093555
2011-06-19,84077,48.0,6,6,1,48.0,0.0,144.0,13.857142857142858,23.326869853093555
2011-06-20,84077,384.0,0,6,0,384.0,1.0,0.0,20.714285714285715,25.525897213844107
2011-06-21,84077,96.0,1,6,0,96.0,48.0,336.0,75.42857142857143,138.16760008875454
2011-06-22,84077,240.0,2,6,0,240.0,0.0,96.0,82.28571428571429,137.76999465983775
2011-06-23,84077,97.0,3,6,0,97.0,0.0,48.0,116.57142857142857,143.61854237627534
2011-06-24,84077,144.0,4,6,0,144.0,48.0,0.0,130.42857142857142,134.91214072234564
2011-06-25,84077,0.0,5,6,1,0.0,0.0,0.0,144.14285714285714,129.92360392608853
2011-06-26,84077,0.0,6,6,1,0.0,48.0,0.0,144.14285714285714,129.92360392608853
2011-06-27,84077,48.0,0,6,0,48.0,384.0,1.0,137.28571428571428,136.92177120009697
2011-06-28,84077,96.0,1,6,0,96.0,96.0,48.0,89.28571428571429,85.10917358646904
2011-06-29,84077,3.0,2,6,0,3.0,240.0,0.0,89.28571428571429,85.10917358646904
2011-06-30,84077,144.0,3,6,0,144.0,97.0,0.0,55.42857142857143,57.97659626337178
2011-07-01,84077,0.0,4,7,0,0.0,144.0,48.0,62.142857142857146,65.7886225508876
2011-07-02,84077,0.0,5,7,1,0.0,0.0,0.0,41.57142857142857,57.976596263371825
2011-07-03,84077,0.0,6,7,1,0.0,0.0,48.0,41.57142857142857,57.976596263371825
2011-07-04,84077,97.0,0,7,0,97.0,48.0,384.0,41.57142857142857,57.976596263371825
2011-07-05,84077,56.0,1,7,0,56.0,96.0,96.0,48.57142857142857,61.71941116282638
2011-07-06,84077,625.0,2,7,0,625.0,3.0,240.0,42.857142857142854,58.35645800146284
2011-07-07,84077,235.0,3,7,0,235.0,144.0,97.0,131.71428571428572,224.52372872795658
2011-07-08,84077,96.0,4,7,0,96.0,0.0,144.0,144.71428571428572,227.96177624455314
2011-07-09,84077,0.0,5,7,1,0.0,0.0,0.0,158.42857142857142,220.57263138088092
2011-07-10,84077,0.0,6,7,1,0.0,0.0,0.0,158.42857142857142,220.57263138088092
2011-07-11,84077,672.0,0,7,0,672.0,97.0,48.0,158.42857142857142,220.57263138088092
2011-07-12,84077,0.0,1,7,0,0.0,56.0,96.0,240.57142857142858,290.0183081248825
2011-07-13,84077,48.0,2,7,0,48.0,625.0,3.0,232.57142857142858,296.6546011457645
2011-07-14,84077,48.0,3,7,0,48.0,235.0,144.0,150.14285714285714,245.12882910246017
2011-07-15,84077,192.0,4,7,0,192.0,96.0,0.0,123.42857142857143,244.52870120762103
2011-07-16,84077,0.0,5,7,1,0.0,0.0,0.0,137.14285714285714,245.4244137349484
2011-07-17,84077,144.0,6,7,1,144.0,0.0,0.0,137.14285714285714,245.4244137349484
2011-07-18,84077,0.0,0,7,0,0.0,672.0,97.0,157.71428571428572,237.93396442830874
2011-07-19,84077,240.0,1,7,0,240.0,0.0,56.0,61.714285714285715,76.97123767078006
2011-07-20,84077,96.0,2,7,0,96.0,48.0,625.0,96.0,96.00000000000144
2011-07-21,84077,240.0,3,7,0,240.0,48.0,235.0,102.85714285714286,93.68640700306067
2011-07-22,84077,102.0,4,7,0,102.0,192.0,96.0,130.28571428571428,102.62831689437228
2011-07-23,84077,0.0,5,7,1,0.0,0.0,0.0,117.42857142857143,99.18813293073919
2011-07-24,84077,48.0,6,7,1,48.0,144.0,0.0,117.42857142857143,99.18813293073919
2011-07-25,84077,290.0,0,7,0,290.0,0.0,672.0,103.71428571428571,101.51143496459748
2011-07-26,84077,100.0,1,7,0,100.0,240.0,0.0,145.14285714285714,110.8744463667942
2011-07-27,84077,49.0,2,7,0,49.0,96.0,48.0,125.14285714285714,103.27863375585709
2011-07-28,84077,288.0,3,7,0,288.0,240.0,48.0,118.42857142857143,106.95147987577975
2011-07-29,84077,48.0,4,7,0,48.0,102.0,192.0,125.28571428571429,117.10211254245174
2011-07-30,84077,0.0,5,7,1,0.0,0.0,0.0,117.57142857142857,120.61765645053514
2011-07-31,84077,48.0,6,7,1,48.0,48.0,144.0,117.57142857142857,120.61765645053514
2011-08-01,84077,0.0,0,8,0,0.0,290.0,0.0,117.57142857142857,120.61765645053514
2011-08-02,84077,0.0,1,8,0,0.0,100.0,240.0,76.14285714285714,99.47265716673
2011-08-03,84077,96.0,2,8,0,96.0,49.0,96.0,61.857142857142854,102.60673884859189
2011-08-04,84077,2.0,3,8,0,2.0,288.0,240.0,68.57142857142857,103.16145459562885
2011-08-05,84077,0.0,4,8,0,0.0,48.0,102.0,27.714285714285715,37.53093961749043
2011-08-06,84077,0.0,5,8,1,0.0,0.0,0.0,20.857142857142858,37.59179241727032
2011-08-07,84077,0.0,6,8,1,0.0,48.0,48.0,20.857142857142858,37.59179241727032
2011-08-08,84077,96.0,0,8,0,96.0,0.0,290.0,14.0,36.1662826400542
2011-08-09,84077,0.0,1,8,0,0.0,0.0,100.0,27.714285714285715,46.65373970617696
2011-08-10,84077,97.0,2,8,0,97.0,96.0,49.0,27.714285714285715,46.65373970617696
2011-08-11,84077,336.0,3,8,0,336.0,2.0,288.0,27.857142857142858,46.898573437541515
2011-08-12,84077,48.0,4,8,0,48.0,0.0,48.0,75.57142857142857,123.52038582471313
2011-08-13,84077,0.0,5,8,1,0.0,0.0,0.0,82.42857142857143,119.90531979143374
2011-08-14,84077,0.0,6,8,1,0.0,0.0,48.0,82.42857142857143,119.90531979143374
2011-08-15,84077,144.0,0,8,0,144.0,96.0,0.0,82.42857142857143,119.90531979143374
2011-08-16,84077,144.0,1,8,0,144.0,0.0,0.0,89.28571428571429,122.16207033515643
2011-08-17,84077,48.0,2,8,0,48.0,97.0,96.0,109.85714285714286,116.6196503902457
2011-08-18,84077,0.0,3,8,0,0.0,336.0,2.0,102.85714285714286,118.96698221415525
2011-08-19,84077,144.0,4,8,0,144.0,48.0,0.0,54.857142857142854,64.5689000769189
2011-08-20,84077,0.0,5,8,1,0.0,0.0,0.0,68.57142857142857,72.56917881777353
